من نتائج خطية أدم وحواء
فساد الطبيعة,False
استحقاق حكم الموت,False
فقد السلطان على الطبيعة,False
كل ما سبق,True

مسامحة الله لآدم هي
ضد عدل الله,False
ضد قداسة الله,False
لن تجدد طبيعة الإنسان,False
كل ما سبق,True

السيد المسيح هو
أقنوم الابن المتجسد,False
الكاهن,False
الذبيحة,False
جميع ما سبق,True

التجسد الإلهي يعني أن الله أخلى ذاته من مجده
True,False
False,True

السيد المسيح كان حيا بالروح القدس
True,False
False,True

الله غير منظور ولم يره أحد قط
True,True
False,False

التجسد هو ضد طبيعة الله
True,False
False,True

كل ظهورات السيد المسيح هي تجسد
True,False
False,True

تجسد السيد المسيح يشمل ظهوره أما ظهوره كان بدون جسد مادي
True,True
False,False

الله أزلي لا يتغير والتجسد يعتبر تغييرا
True,False
False,True

يجوز حذف كلمة وتأنس من قانون الإيمان فالمعنى مفهوم بدونها
True,False
False,True

نفس الجسد هي في القلب
True,False
False,True

الله جعل نفسه مرئيا ومدركا
True,True
False,False

جسد السيد المسيح أزلي
True,False
False,True

الله اشترك فيما للبشر من جسد ودم
True,True
False,False

السبب الرئيسي للتجسد هو التعليم وشفاء المرضى
True,False
False,True

نفخة الحياة تميز أدم عن باقي المخلوقات
True,True
False,False

هدد الله أدم تهديدا صريحا بقوله يوم أن تأكل من شجرة معرفة الخير والشر موتا تموت
True,False
False,True

أعد الله الأذهان للفداء بالذبائح كأحد الطرق
True,True
False,False

الابن تجسد من الروح القدس وتأنس من السيدة العذراء
True,False
False,True

الله قابل للموت
True,False
False,True

في التجسد اتحد اللاهوت بناسوت حقيقي وارثا للخطية الجدية
True,False
False,True

قرر الله أن يتجسد بعد أن أخطأ أدم لكي يخلصه
True,False
False,True

